id,created_at,deleted_at,deleted_reason,is_deleted,updated_at,amount_score,amount_trendr2,amount_trend_slope,average_amount,average_day,avg_interval,continuity_ratio,date_score,detection_score,interval_cv,interval_std,last_transaction_date,name,origin_name,periodicity_score,persistence_score,status,transaction_count,weekend_ratio,account_id,user_id
18,2025-04-08 01:08:41.479076,,,false,2025-04-08 01:08:41.479076,0.7299742443544401,0.4515886420013722,7400,64480.00,18,38,0.6666666666666666,0.8,0.6161628033198328,0.5653302910247588,21.482551058940835,2025-03-22,언포게터블(UN,언포게터블(UN,0.2,0.6666666666666666,APPROVED,5,0.8,24,0
19,2025-04-08 01:08:41.549688,,,false,2025-04-08 01:08:41.549688,0,0.012226174380561616,-7913.457142857143,102197.17,2,30.2,1,1,0.6833333333333333,0.038615575462551656,1.16619037896906,2025-03-04,우리카드결제대금,우리카드결제대금,0.16666666666666666,1,APPROVED,14,0,24,0
20,2025-04-08 01:08:41.625613,,,false,2025-04-08 01:08:41.625613,0.8409837953237023,0.15103823581367898,23891,386589.00,16,76.5,0.5,1,0.642814235965222,0.1895424836601307,14.5,2025-03-17,우리카드선결제,우리카드선결제,0.3333333333333333,0.5,APPROVED,4,0,24,0
21,2025-04-08 01:08:41.698483,,,false,2025-04-08 01:08:41.698483,0.204482160234708,0.02696260649036283,1594.2857142857144,22833.33,7,19.6,1,0.6666666666666666,0.6306723240352062,0.9027008389631211,17.692936443677176,2025-01-11,카카오T택시_가,카카오T택시_가,0.16666666666666666,1,REJECTED,34,0.3333333333333333,24,0
22,2025-04-08 01:08:41.785003,,,false,2025-04-08 01:08:41.785003,0.8978861304937049,0.4285714285714285,3285.7142857142853,91953.33,21,29.6,1,1,0.8180162529073891,0.05056293765910731,1.4966629547095764,2025-03-21,휴대폰요금,KT9466674603,0.16666666666666666,1,APPROVED,0,0,24,0
23,2025-04-08 01:08:41.865084,,,false,2025-04-08 01:08:41.865084,0.9093765131665923,0.610632238946994,9285,131114.67,18,45.5,0.75,0.6666666666666666,0.6697398103083222,0.03296703296703297,1.5,2025-02-14,IFC몰,IFC몰,0.3333333333333333,0.75,REJECTED,3,0.3333333333333333,283,0
24,2025-04-08 01:08:41.945213,,,false,2025-04-08 01:08:41.945213,0.881856739159036,0.004530750925076742,-141,17730.67,16,86.5,0.5,0.6666666666666666,0.5656118442071888,0.05202312138728324,4.5,2025-03-24,KFC,KFC,0.3333333333333333,0.5,REJECTED,3,0.3333333333333333,283,0
25,2025-04-08 01:08:42.014751,,,false,2025-04-08 01:08:42.014751,0.33783957921889574,0.06511862758075582,-16110,95341.00,16,27.5,0.6666666666666666,0.6666666666666666,0.5506759368828343,0.9272727272727272,25.5,2024-12-16,NC백화점,NC백화점,0.3333333333333333,0.6666666666666666,REJECTED,3,0.3333333333333333,283,0
26,2025-04-08 01:08:42.100966,,,false,2025-04-08 01:08:42.100966,0.6293492659013614,0.00004631049595045412,132.2,67663.00,16,38.333333333333336,1,0.25,0.6069023898852043,0.5919433886997394,22.691163233490013,2025-01-31,공연장,공연장,0.25,1,REJECTED,4,0.25,283,0
27,2025-04-08 01:08:42.189915,,,false,2025-04-08 01:08:42.189915,1,0,0,180415.00,6,29.2,1,1,0.8333333333333334,0.0503319810160927,1.469693845669907,2025-03-05,독서실이용료,독서실이용료,0.16666666666666666,1,APPROVED,6,0,283,0
28,2025-04-08 01:08:42.276994,,,false,2025-04-08 01:08:42.276994,1,0,0,11785.00,7,29.6,1,1,0.8333333333333334,0.02702702702702703,0.8,2025-03-07,디즈니플러스,디즈니플러스,0.16666666666666666,1,APPROVED,6,0.16666666666666666,283,0
29,2025-04-08 01:08:42.357936,,,false,2025-04-08 01:08:42.357936,0.04789620393419469,0.015278072114618142,8424,71581.33,14,14.5,1,1,0.5838510972567958,0.8620689655172413,12.5,2025-02-15,배달의민족,배달의민족,0.6333333333333333,0.5,REJECTED,3,0.3333333333333333,283,0
30,2025-04-08 01:08:42.450323,,,false,2025-04-08 01:08:42.450323,1,0,0,117355.00,5,29.8,1,1,0.8333333333333334,0.053691275167785234,1.6,2025-03-05,보험료,보험료,0.16666666666666666,1,APPROVED,6,0.3333333333333333,283,0
31,2025-04-08 01:08:42.518268,,,false,2025-04-08 01:08:42.518268,0.6281670271026977,0.1788606327007196,14630.5,120109.75,9,23.333333333333332,1,0.25,0.6067250540654048,0.6842245722758885,15.96524001977073,2025-02-16,부츠,부츠,0.25,1,REJECTED,4,0.25,283,0
32,2025-04-08 01:08:42.583523,,,false,2025-04-08 01:08:42.583523,0.5150736993086358,0.6109936332724788,26793,70685.00,21,34,0.6666666666666666,0.6666666666666666,0.5772610548962953,0.7058823529411765,24,2024-12-27,비뇨기과,비뇨기과,0.3333333333333333,0.6666666666666666,REJECTED,3,0.3333333333333333,283,0
33,2025-04-08 01:08:42.657999,,,false,2025-04-08 01:08:42.657999,0.5951025576756561,0.19599696145661014,-1803,10058.33,28,75,0.5,1,0.605932050318015,0.6,45,2025-03-29,스타벅스,스타벅스,0.3333333333333333,0.5,REJECTED,3,0.3333333333333333,283,0
34,2025-04-08 01:08:42.740346,,,false,2025-04-08 01:08:42.740346,0.7140191859729217,0.9286123183875541,-36468.5,132331.67,19,35.5,0.75,0.3333333333333333,0.5571028778959383,0.352112676056338,12.5,2025-02-09,악기점,악기점,0.3333333333333333,0.75,REJECTED,3,0.6666666666666666,283,0
35,2025-04-08 01:08:42.808376,,,false,2025-04-08 01:08:42.808376,0.42580765192120806,0.036363241426235364,10565,96489.67,16,50,0.75,0.6666666666666666,0.5972044811215146,0.28,14,2025-02-20,예스24(오프라인),예스24(오프라인),0.3333333333333333,0.75,REJECTED,3,0,283,0
36,2025-04-08 01:08:42.891259,,,false,2025-04-08 01:08:42.891259,0.5546603812493847,0.9365003852760682,41008.5,95154.33,13,38.5,1,0.3333333333333333,0.6331990571874078,0.09090909090909091,3.5,2025-03-24,올리브영,올리브영,0.3333333333333333,1,REJECTED,3,0.6666666666666666,283,0
37,2025-04-08 01:08:42.962731,,,false,2025-04-08 01:08:42.962731,0.8619311362512724,0.996065679264334,-6109,44333.33,26,29.5,0.6666666666666666,0.6666666666666666,0.6292896704376909,0.9661016949152542,28.5,2025-02-26,인터파크티켓,인터파크티켓,0.3333333333333333,0.6666666666666666,REJECTED,3,0.3333333333333333,283,0
38,2025-04-08 01:08:43.032681,,,false,2025-04-08 01:08:43.032681,0.9103091193516233,0.4416768329568128,1554.8,48798.67,25,29.6,1,1,0.8198797012360769,0.06265958442902501,1.8547236990991407,2025-03-25,전기요금,전기요금,0.16666666666666666,1,APPROVED,6,0,283,0
39,2025-04-08 01:08:43.108406,,,false,2025-04-08 01:08:43.108406,0.9785944939627068,0.11269224721392677,184.54285714285714,48046.17,18,29.8,1,1,0.8301225074277393,0.053691275167785234,1.6,2025-03-18,정기화장품구독,정기화장품구독,0.16666666666666666,1,APPROVED,6,0.16666666666666666,283,0
40,2025-04-08 01:08:43.189435,,,false,2025-04-08 01:08:43.189435,1,0,0,43882.00,7,29.8,1,1,0.8333333333333334,0.04931858542516466,1.469693845669907,2025-03-07,정수기렌탈,정수기렌탈,0.16666666666666666,1,APPROVED,6,0.16666666666666666,283,0
41,2025-04-08 01:08:43.252653,,,false,2025-04-08 01:08:43.252653,1,0,0,4227.00,9,29.6,1,1,0.8333333333333334,0.02702702702702703,0.8,2025-03-09,중고나라프리미엄,중고나라프리미엄,0.16666666666666666,1,APPROVED,6,0.5,283,0
42,2025-04-08 01:08:43.321675,,,false,2025-04-08 01:08:43.321675,0.7282179812031073,0.0008321516803297981,-655.3,107905.25,18,34.666666666666664,0.75,0.5,0.5842326971804661,0.26050417661815517,9.030811456096044,2025-01-27,퓨마,퓨마,0.25,0.75,REJECTED,4,0,283,0
43,2025-04-08 01:08:43.383799,,,false,2025-04-08 01:08:43.383799,0.6269151559706121,0.8750693012114449,-24835.5,71161.33,10,51,0.75,0.6666666666666666,0.6273706067289252,0.45098039215686275,23,2025-02-18,피부과,피부과,0.3333333333333333,0.75,REJECTED,3,0,283,0
44,2025-04-08 01:08:43.445381,,,false,2025-04-08 01:08:43.445381,1,0,0,12661.00,7,29.8,1,1,0.8333333333333334,0.03913390533453221,1.16619037896906,2025-03-07,디즈니플러스,디즈니플러스,0.16666666666666666,1,APPROVED,6,0.16666666666666666,44,0
45,2025-04-08 01:08:43.505637,,,false,2025-04-08 01:08:43.505637,0.6209451206493788,0.08043935877596145,3054.8,36683.50,14,31.666666666666668,0.75,0.5,0.5681417680974069,0.8040065875338235,25.460208605237746,2025-02-21,보드게임카페,보드게임카페,0.25,0.75,REJECTED,4,0.5,44,0
46,2025-04-08 01:08:43.610897,,,false,2025-04-08 01:08:43.610897,0.9029899086410812,0.9048164782458061,2259.7714285714287,45814.33,25,29.8,1,1,0.8187818196294955,0.06506952828746751,1.9390719429665317,2025-03-25,수도요금,수도요금,0.16666666666666666,1,APPROVED,6,0,44,0
47,2025-04-08 01:08:43.683939,,,false,2025-04-08 01:08:43.683939,1,0,0,11878.00,23,29.8,1,1,0.8333333333333334,0.03287905695010977,0.9797958971132712,2025-03-23,스포티파이,스포티파이,0.16666666666666666,1,APPROVED,6,0.5,44,0
48,2025-04-08 01:08:43.760826,,,false,2025-04-08 01:08:43.760826,0.8261995585138271,0.838264591391715,32957.65714285715,387479.67,20,29.6,1,1,0.8072632671104074,0.034452834551302595,1.0198039027185568,2025-03-20,신용카드결제,신용카드결제,0.16666666666666666,1,APPROVED,6,0,44,0
49,2025-04-08 01:08:43.850536,,,false,2025-04-08 01:08:43.850536,0.7697176008626261,0.8974355161232243,-13210,60553.67,18,30.5,1,0.6666666666666666,0.7487909734627273,0.4426229508196721,13.5,2024-12-23,이월드,이월드,0.3333333333333333,1,REJECTED,3,0,44,0
50,2025-04-08 01:08:43.929645,,,false,2025-04-08 01:08:43.929645,1,0,0,446439.00,16,30.2,1,1,0.8333333333333334,0.05298013245033113,1.6,2025-03-17,적금불입,적금불입,0.16666666666666666,1,APPROVED,6,0,44,0
51,2025-04-08 01:08:44.000712,,,false,2025-04-08 01:08:44.000712,0.8648506035163747,0.3806377836034407,955.5142857142857,21438.83,25,30,1,1,0.8130609238607895,0.0557773351022717,1.6733200530681511,2025-03-25,전기요금,전기요금,0.16666666666666666,1,APPROVED,6,0,44,0
52,2025-04-08 01:08:44.070231,,,false,2025-04-08 01:08:44.070231,0.9667014932372917,0.010632118650109178,114.65714285714284,62474.17,18,29.6,1,1,0.8283385573189271,0.04582655394003559,1.3564659966250536,2025-03-18,정기화장품구독,정기화장품구독,0.16666666666666666,1,APPROVED,6,0.16666666666666666,44,0
53,2025-04-08 01:08:44.140654,,,false,2025-04-08 01:08:44.140654,1,0,0,10114.00,17,29.6,1,1,0.8333333333333334,0.04582655394003559,1.3564659966250536,2025-03-17,티빙,티빙,0.16666666666666666,1,APPROVED,6,0.16666666666666666,44,0
54,2025-04-08 01:08:44.204322,,,false,2025-04-08 01:08:44.204322,0.6872964626524061,0.8585840037352004,16885.5,58276.00,6,30,0.6666666666666666,1,0.6864278027311943,0.9,27,2025-01-08,휴대폰요금,KTX,0.3333333333333333,0.6666666666666666,APPROVED,0,0.3333333333333333,44,0
55,2025-04-08 01:08:44.276791,,,false,2025-04-08 01:08:44.276791,0.9342305029237863,0.4280633291065091,722.5,16790.33,16,51.5,0.75,0.3333333333333333,0.590134575438568,0.009708737864077669,0.5,2025-03-28,KFC,KFC,0.3333333333333333,0.75,REJECTED,3,0.3333333333333333,56,0
56,2025-04-08 01:08:44.350341,,,false,2025-04-08 01:08:44.350341,0.9048579924449307,0.2991373603787772,4266,81981.00,24,78.5,0.5,0.6666666666666666,0.569062032200073,0.19745222929936307,15.5,2025-03-28,계절밥상,계절밥상,0.3333333333333333,0.5,REJECTED,3,0,56,0
57,2025-04-08 01:08:44.407748,,,false,2025-04-08 01:08:44.407748,1,0,0,37179.00,14,29.8,1,1,0.8333333333333334,0.03287905695010977,0.9797958971132712,2025-03-14,공기청정기렌탈,공기청정기렌탈,0.16666666666666666,1,APPROVED,6,0.16666666666666666,56,0
58,2025-04-08 01:08:44.469497,,,false,2025-04-08 01:08:44.469497,0.3255178556455457,0.2501204883919129,23225.5,88888.25,16,20.333333333333332,1,0.25,0.561327678346832,0.08359048382938992,1.699673171197595,2025-03-20,과학학습관,과학학습관,0.25,1,REJECTED,4,0,56,0
59,2025-04-08 01:08:44.530581,,,false,2025-04-08 01:08:44.530581,1,0,0,10611.00,14,29.4,1,1,0.8333333333333334,0.04081632653061225,1.2,2025-03-14,구글원,구글원,0.16666666666666666,1,APPROVED,6,0.16666666666666666,56,0
60,2025-04-08 01:08:44.591547,,,false,2025-04-08 01:08:44.591547,0.42688077521305057,0.45081054584167424,44195.5,114851.33,14,26,1,0.6666666666666666,0.6973654496152909,0.23076923076923078,6,2024-12-29,내과,내과,0.3333333333333333,1,REJECTED,3,0.6666666666666666,56,0
61,2025-04-08 01:08:44.653083,,,false,2025-04-08 01:08:44.653083,0.23015226239915998,0.07897469133426971,-11213.5,51831.33,13,41.5,1,0.3333333333333333,0.584522839359874,0.060240963855421686,2.5,2025-03-26,네이처리퍼블릭,네이처리퍼블릭,0.3333333333333333,1,REJECTED,3,0,56,0
62,2025-04-08 01:08:44.714639,,,false,2025-04-08 01:08:44.714639,1,0,0,9854.00,8,29.8,1,1,0.8333333333333334,0.03287905695010977,0.9797958971132712,2025-03-08,넷플릭스,넷플릭스,0.16666666666666666,1,APPROVED,6,0.5,56,0
63,2025-04-08 01:08:44.778734,,,false,2025-04-08 01:08:44.778734,1,0,0,133328.00,6,29.2,1,1,0.8333333333333334,0.0503319810160927,1.469693845669907,2025-03-05,독서실이용료,독서실이용료,0.16666666666666666,1,APPROVED,6,0,56,0
64,2025-04-08 01:08:44.843895,,,false,2025-04-08 01:08:44.843895,0.4731863552092441,0.008963189396346691,2426,48641.00,22,39,0.6666666666666666,0.6666666666666666,0.5709779532813866,1,39,2025-02-28,랄라블라,랄라블라,0.3333333333333333,0.6666666666666666,REJECTED,3,0,56,0
65,2025-04-08 01:08:44.900980,,,false,2025-04-08 01:08:44.900980,0.6799353302147051,0.9982618526842562,-36797.5,115069.00,13,51.5,0.75,0.6666666666666666,0.6353236328655392,0.4368932038834951,22.5,2025-03-18,롯데ON,롯데ON,0.3333333333333333,0.75,REJECTED,3,0,56,0
66,2025-04-08 01:08:44.967784,,,false,2025-04-08 01:08:44.967784,0.15078829412351036,0.9029465502739403,80602,99884.67,17,25,1,0.3333333333333333,0.5726182441185266,0.68,17,2025-03-08,롯데몰,롯데몰,0.3333333333333333,1,REJECTED,3,0.3333333333333333,56,0
67,2025-04-08 01:08:45.030783,,,false,2025-04-08 01:08:45.030783,0.3733736542905566,0.9636036555936794,38130.5,61989.00,16,62.5,0.6,1,0.6126727148102502,0.024,1.5,2025-02-17,모닝글로리,모닝글로리,0.3333333333333333,0.6,REJECTED,3,0,56,0
68,2025-04-08 01:08:45.115954,,,false,2025-04-08 01:08:45.115954,0,0.031228175925217,-11227.9,81265.25,16,36.333333333333336,1,0.5,0.5750000000000001,0.16564651454374116,6.018490028422596,2025-02-22,모두투어,모두투어,0.25,1,REJECTED,4,0.75,56,0
69,2025-04-08 01:08:45.208177,,,false,2025-04-08 01:08:45.208177,0.12980861599657723,0.4136378308734262,56684.5,101283.67,13,34,0.75,0.6666666666666666,0.55280462573282,0.14705882352941177,5,2025-03-06,무비천국,무비천국,0.3333333333333333,0.75,REJECTED,3,0,56,0
70,2025-04-08 01:08:45.283245,,,false,2025-04-08 01:08:45.283245,0.8113542242785416,0.003206544938362568,-1260.5,117998.67,14,45,0.75,0.6666666666666666,0.6550364669751145,0.2222222222222222,10,2025-01-12,문구방,문구방,0.3333333333333333,0.75,REJECTED,3,0.6666666666666666,56,0
71,2025-04-08 01:08:45.361187,,,false,2025-04-08 01:08:45.361187,0.3279771069420758,0.6008772212344275,42715.5,81999.00,21,30.5,1,0.6666666666666666,0.6825298993746447,0.21311475409836064,6.5,2024-12-20,생활잡화,생활잡화,0.3333333333333333,1,REJECTED,3,0.3333333333333333,56,0
72,2025-04-08 01:08:45.462013,,,false,2025-04-08 01:08:45.462013,0.15142219137707713,0.28607848271467323,25026.4,71185.00,13,22,1,0.5,0.5977133287065617,0.6690727929036248,14.719601443879744,2025-03-17,세탁소,세탁소,0.25,1,REJECTED,4,0.25,56,0
73,2025-04-08 01:08:45.542022,,,false,2025-04-08 01:08:45.542022,1,0,0,14108.00,23,29.6,1,1,0.8333333333333334,0.05056293765910731,1.4966629547095764,2025-03-23,스포티파이,스포티파이,0.16666666666666666,1,APPROVED,6,0.5,56,0
74,2025-04-08 01:08:45.639811,,,false,2025-04-08 01:08:45.639811,0.33675474486004886,0.003880627683858609,1668.9999999999998,40395.33,11,13.5,1,1,0.6271798783956741,0.9259259259259259,12.5,2025-03-12,알라딘,알라딘,0.6333333333333333,0.5,REJECTED,3,0,56,0
75,2025-04-08 01:08:45.741470,,,false,2025-04-08 01:08:45.741470,1,0,0,8596.00,3,30,1,1,0.8333333333333334,0.03651483716701107,1.0954451150103321,2025-03-03,애플 클라우드,iCloud,0.16666666666666666,1,APPROVED,0,0.16666666666666666,56,0
76,2025-04-08 01:08:45.807494,,,false,2025-04-08 01:08:45.807494,0.5550514002103483,0.08039901599266266,14005.5,111010.33,20,26,1,0.3333333333333333,0.6332577100315522,0.5,13,2025-03-13,여객터미널,여객터미널,0.3333333333333333,1,REJECTED,3,0.3333333333333333,56,0
77,2025-04-08 01:08:45.899720,,,false,2025-04-08 01:08:45.899720,0.8957411057345506,0.30626991995671193,-6522.999999999999,113053.00,14,24.5,1,0.3333333333333333,0.6843611658601826,0.061224489795918366,1.5,2025-01-07,예술센터,예술센터,0.3333333333333333,1,REJECTED,3,0.3333333333333333,56,0
78,2025-04-08 01:08:45.966503,,,false,2025-04-08 01:08:45.966503,0.6425569060707361,0.42705688504467165,27918,119518.33,23,14.5,1,0.6666666666666666,0.5897168692439437,0.3103448275862069,4.5,2024-11-29,오션월드,오션월드,0.6333333333333333,0.5,REJECTED,3,0.3333333333333333,56,0
79,2025-04-08 01:08:46.040254,,,false,2025-04-08 01:08:46.040254,0.8654699796703769,0.2644216725112233,-7818.999999999999,113027.33,9,35.5,1,0.6666666666666666,0.7631538302838898,0.09859154929577464,3.5,2025-02-15,올가홀푸드,올가홀푸드,0.3333333333333333,1,REJECTED,3,0.3333333333333333,56,0
80,2025-04-08 01:08:46.112704,,,false,2025-04-08 01:08:46.112704,0.6039346338600163,0.5082640340950454,-25690.5,117458.75,14,26.666666666666668,1,0.25,0.6030901950790025,0.7195918982312127,19.189117286165672,2025-01-03,요가,요가,0.25,1,REJECTED,4,0.25,56,0
81,2025-04-08 01:08:46.175312,,,false,2025-04-08 01:08:46.175312,0.626113726891111,0.7139677628653333,-30438.2,124384.00,13,39.333333333333336,0.8,0.5,0.5889170590336668,0.12512561915452036,4.921607686744467,2025-02-04,인터파크,인터파크,0.25,0.8,REJECTED,4,0.25,56,0
82,2025-04-08 01:08:46.241875,,,false,2025-04-08 01:08:46.241875,0.95911018773764,0.2583071279129454,743.1999999999999,66904.67,18,29.6,1,1,0.8271998614939794,0.05056293765910731,1.4966629547095764,2025-03-18,정기화장품구독,정기화장품구독,0.16666666666666666,1,APPROVED,6,0.16666666666666666,56,0
83,2025-04-08 01:08:46.306449,,,false,2025-04-08 01:08:46.306449,0.22986312179736734,0.0022087091442167745,-3754.9999999999995,103746.33,8,49,0.75,0.6666666666666666,0.5678128016029385,0.42857142857142855,21,2025-01-09,킴스클럽,킴스클럽,0.3333333333333333,0.75,REJECTED,3,0,56,0
84,2025-04-08 01:08:46.364608,,,false,2025-04-08 01:08:46.364608,0.1440546638710133,0.32742661190905525,-32475.5,66306.00,12,37,1,0.6666666666666666,0.6549415329139854,0.2702702702702703,10,2025-03-17,톨게이트,톨게이트,0.3333333333333333,1,REJECTED,3,0,56,0
85,2025-04-08 01:08:46.439194,,,false,2025-04-08 01:08:46.439194,1,0,0,111918.00,3,29.4,1,1,0.8333333333333334,0.0272108843537415,0.8,2025-03-03,헬스장회비,헬스장회비,0.16666666666666666,1,APPROVED,6,0.16666666666666666,56,0
86,2025-04-08 01:08:46.497974,,,false,2025-04-08 01:08:46.497974,0.7353035734792599,0.14139362198753305,-9997,100440.00,17,26,1,0.6666666666666666,0.7436288693552223,0.11538461538461539,3,2024-11-24,현대아울렛,현대아울렛,0.3333333333333333,1,REJECTED,3,0.6666666666666666,56,0
87,2025-04-08 01:08:46.559288,,,false,2025-04-08 01:08:46.559288,0.9363391807734269,0.8433470938016756,-9842,168348.00,15,23.5,1,0.6666666666666666,0.7737842104493473,0.2765957446808511,6.5,2025-02-21,화원,화원,0.3333333333333333,1,REJECTED,3,0.3333333333333333,56,0
88,2025-04-08 01:08:46.633833,,,false,2025-04-08 01:08:46.633833,0.6333318365351176,0.814245978964574,21485.5,64937.33,10,59,0.6,1,0.6516664421469343,0,0,2025-03-10,강의학원,강의학원,0.3333333333333333,0.6,REJECTED,3,0,101,0
89,2025-04-08 01:08:46.725666,,,false,2025-04-08 01:08:46.725666,0.8310750369723326,0.20421784357498704,-2954,38696.33,13,28,1,0.6666666666666666,0.7579945888791833,0.6428571428571429,18,2025-01-17,게스트하우스,게스트하우스,0.3333333333333333,1,REJECTED,3,0.3333333333333333,101,0
90,2025-04-08 01:08:46.796788,,,false,2025-04-08 01:08:46.796788,1,0,0,4234.00,14,29.4,1,1,0.8333333333333334,0.0272108843537415,0.8,2025-03-14,구글원,구글원,0.16666666666666666,1,APPROVED,6,0.16666666666666666,101,0
91,2025-04-08 01:08:46.857323,,,false,2025-04-08 01:08:46.857323,1,0,0,9383.00,21,29.6,1,1,0.8333333333333334,0.05056293765910731,1.4966629547095764,2025-03-21,네이버플러스,네이버플러스,0.16666666666666666,1,APPROVED,6,0.16666666666666666,101,0
92,2025-04-08 01:08:46.935391,,,false,2025-04-08 01:08:46.935391,0.8167590892012239,0.27068530199488894,2982,31279.00,12,59,0.6,1,0.6791805300468502,0.6101694915254238,36,2025-03-10,뉴욕버거,뉴욕버거,0.3333333333333333,0.6,REJECTED,3,0,101,0
